1,8,2,2,0,12,2,10,1,1,0.414
0,7,2,2,1,9,3,10,2,1,0.344
0,7,1,2,0,8,0,11,2,6,0.376
3,7,3,8,0,3,2,0,1,9,0.421
1,1,2,11,2,4,3,9,2,5,0.523
2,11,3,6,2,10,0,7,0,4,0.544
2,4,2,0,2,5,1,9,0,7,0.228
2,8,3,10,1,5,2,3,0,12,0.555
0,1,2,2,2,8,0,7,3,11,0.17
3,5,1,1,2,11,2,6,1,10,0.255
0,10,0,8,0,5,1,7,2,4,0.553
3,0,3,1,1,6,0,10,2,12,0.176
2,9,2,7,0,5,1,8,2,10,0.626
2,6,0,3,3,4,3,7,1,12,0.384
1,7,2,12,0,3,3,1,3,2,0.634
1,12,3,11,3,1,2,5,3,7,0.688
3,5,1,0,3,12,1,10,1,6,0.277
2,11,0,8,3,7,1,6,3,9,0.657
1,8,3,3,2,10,2,0,3,5,0.345
1,3,2,11,3,10,1,8,1,1,0.527
1,9,1,6,0,1,2,8,3,7,0.573
1,8,1,6,0,1,3,11,2,2,0.374
0,1,2,12,3,2,1,10,3,6,0.584
0,2,2,5,3,3,1,4,0,12,0.448
0,11,2,6,1,7,3,10,2,4,0.546
1,5,3,2,3,3,3,10,3,7,0.421
3,8,3,1,3,3,1,5,1,12,0.371
0,5,1,11,1,6,0,1,2,4,0.545
0,3,2,12,2,7,2,2,3,11,0.619
2,1,2,10,2,9,3,5,3,8,0.445
1,4,2,0,2,12,3,11,2,9,0.257
0,5,2,2,0,12,3,4,2,7,0.259
0,0,1,11,1,7,2,8,2,1,0.49
2,12,2,10,0,8,0,3,0,5,0.622
1,5,0,12,3,2,1,0,2,11,0.62
1,3,0,11,0,5,3,2,2,8,0.52
2,2,0,4,0,9,0,11,0,3,0.4
3,5,3,7,2,4,0,2,0,8,0.435
0,11,2,1,3,9,1,3,2,12,0.58
0,10,1,3,0,8,2,9,1,11,0.625
2,4,2,8,0,2,2,9,2,10,0.627
0,9,0,2,1,7,3,11,2,6,0.425
3,9,3,3,1,11,3,2,1,12,0.522
0,10,3,5,1,6,3,8,0,1,0.458
1,0,2,4,0,10,1,9,1,8,0.237
1,10,2,3,0,12,2,2,3,8,0.519
2,10,2,3,1,11,1,2,3,9,0.5
2,4,0,9,3,12,1,2,2,1,0.419
3,4,0,2,1,10,2,6,3,1,0.217
2,4,0,12,2,6,0,1,1,0,0.604
0,5,3,8,1,3,0,1,2,12,0.36
1,8,3,9,1,7,0,12,0,3,0.479
0,4,0,6,3,10,1,12,0,0,0.329
0,9,0,12,1,6,1,11,0,0,0.675
0,2,2,10,3,1,1,5,1,8,0.417
1,4,2,8,2,6,3,10,0,0,0.374
2,2,1,3,3,11,1,10,0,5,0.22
3,11,2,3,2,10,2,5,2,2,0.613
2,12,2,8,3,3,2,9,0,2,0.668
3,6,1,11,2,0,1,3,2,10,0.527
1,11,2,9,2,3,1,2,3,5,0.533
1,10,1,5,0,0,2,3,3,11,0.524
2,10,0,2,3,0,1,6,3,7,0.426
1,8,2,9,3,6,2,0,1,3,0.422
0,8,3,11,1,0,2,12,2,3,0.623
3,9,3,4,1,0,0,8,2,11,0.424
3,6,1,1,2,2,1,11,2,3,0.244
3,0,3,4,2,8,3,7,0,1,0.23
2,12,2,8,0,6,1,3,3,7,0.641
3,4,1,12,2,9,2,1,3,11,0.612
0,3,0,12,2,8,0,0,3,4,0.616
3,5,0,10,2,0,0,3,1,11,0.51
3,3,3,12,3,7,1,9,1,10,0.601
3,10,0,5,2,8,1,2,0,1,0.447
2,10,1,12,0,2,2,11,3,0,0.676
2,11,3,3,3,6,2,0,3,1,0.53
0,6,1,0,0,7,3,9,0,12,0.343
0,4,3,8,0,5,3,12,1,6,0.464
1,7,3,8,2,0,0,5,3,4,0.459
3,9,2,6,2,4,2,12,2,7,0.588
2,0,2,11,0,3,3,1,1,4,0.508
0,1,1,11,1,7,3,6,3,2,0.483
3,6,0,3,3,9,0,0,0,4,0.3
0,3,3,10,2,5,2,0,1,12,0.5
1,2,2,10,2,1,2,11,3,0,0.517
0,6,3,7,0,3,2,10,3,2,0.331
1,10,1,0,2,5,0,8,3,6,0.378
0,9,0,4,1,8,3,2,0,6,0.419
1,8,3,5,1,1,2,2,3,4,0.399
1,12,2,10,2,6,0,5,1,7,0.635
3,10,3,6,0,5,3,3,0,12,0.554
1,12,2,6,3,4,3,11,1,9,0.633
3,1,0,10,3,5,1,4,0,12,0.484
1,8,2,9,1,1,2,4,3,2,0.37
2,7,1,3,1,4,2,8,3,12,0.344
1,9,1,1,0,5,3,12,0,7,0.413
3,12,0,10,1,0,3,11,3,4,0.68
1,2,3,12,3,11,1,7,3,4,0.614
2,8,3,5,3,12,2,6,1,11,0.451
2,12,1,5,0,8,0,0,3,4,0.616
2,7,3,3,2,4,0,2,0,10,0.313
1,9,3,8,2,4,0,6,0,5,0.453
0,11,2,2,0,12,2,0,0,1,0.643
0,2,2,7,2,0,2,6,2,5,0.482
3,10,0,12,3,7,0,2,3,0,0.673
1,10,3,4,2,6,2,8,2,9,0.464
3,3,2,4,0,1,1,8,2,0,0.316
0,9,0,1,1,4,1,7,3,5,0.319
2,0,0,8,3,10,0,5,2,11,0.381
1,4,3,8,1,9,3,12,2,7,0.435
0,0,3,12,3,1,0,10,0,2,0.647
0,10,0,12,0,4,2,0,1,5,0.683
3,9,1,7,3,6,1,0,0,1,0.417
0,9,1,5,1,12,2,10,1,11,0.65
3,2,1,5,1,3,3,11,3,10,0.284
1,4,0,1,3,8,3,0,2,11,0.186
0,12,3,0,2,10,2,1,3,11,0.583
2,10,0,7,1,3,3,5,0,1,0.46
2,8,2,10,1,6,0,11,1,12,0.686
1,12,2,4,0,9,2,10,1,2,0.611
0,0,0,10,1,11,2,8,3,6,0.486
3,4,0,3,3,0,0,11,3,2,0.352
0,10,0,11,1,3,1,5,1,6,0.501
0,2,1,8,0,4,0,7,3,1,0.343
3,1,2,6,0,12,3,10,1,7,0.31
0,3,1,2,2,0,2,8,0,10,0.192
2,12,0,9,2,0,3,3,0,4,0.639
0,9,2,11,3,12,2,5,2,0,0.664
2,6,2,10,0,5,2,11,2,1,0.695
3,11,3,5,1,10,1,12,2,2,0.612
2,3,1,6,0,8,3,11,3,9,0.335
1,9,1,2,3,8,3,3,3,12,0.387
3,12,2,3,0,10,3,8,0,0,0.617
0,11,2,3,1,7,2,4,0,6,0.542
1,6,2,5,1,8,0,0,2,3,0.295
0,2,1,0,1,6,1,7,0,5,0.161
2,0,1,12,1,9,2,1,2,4,0.59
0,2,0,10,3,9,3,1,2,6,0.419
2,11,2,5,3,7,2,2,3,12,0.623
1,8,3,12,0,11,0,2,0,3,0.609
0,9,2,5,1,11,1,4,2,2,0.448
2,11,1,1,0,12,2,7,0,6,0.579
3,3,0,6,0,5,1,12,0,4,0.496
0,11,1,8,2,0,0,2,3,3,0.526
1,9,3,10,1,3,2,5,0,2,0.451
1,9,0,4,1,0,3,6,1,5,0.404
3,11,1,5,3,1,1,6,2,12,0.599
1,1,3,8,3,12,3,6,1,4,0.377
2,6,1,10,3,3,2,9,0,4,0.476
3,2,1,7,3,0,1,12,1,3,0.398
2,5,2,0,0,7,3,8,3,12,0.274
1,2,3,6,0,0,3,4,3,5,0.366
1,9,1,7,1,12,3,5,2,3,0.496
2,8,1,2,2,12,2,9,1,4,0.425
0,10,2,6,2,4,2,3,1,8,0.493
1,7,2,5,2,3,3,6,2,12,0.453
3,11,3,9,3,3,0,8,1,5,0.596
0,11,2,9,2,0,3,2,1,10,0.582
3,11,0,5,2,4,0,3,3,2,0.614
1,1,1,12,1,7,0,0,0,11,0.602
3,9,1,11,3,10,3,3,2,1,0.595
2,8,2,11,3,4,1,7,0,3,0.552
3,6,3,11,3,9,1,4,0,3,0.563
1,10,3,12,1,2,3,3,0,1,0.668
1,1,2,8,1,4,0,5,2,10,0.349
3,11,2,5,0,12,2,7,3,8,0.62
1,7,1,11,3,3,0,9,2,6,0.574
0,10,0,6,0,11,3,2,1,4,0.554
3,3,0,7,1,1,3,10,2,2,0.319
0,2,2,0,3,9,2,5,0,11,0.164
1,1,2,3,1,5,0,7,0,8,0.175
0,11,3,2,3,8,2,3,3,9,0.524
1,11,2,0,0,4,0,2,1,6,0.467
0,11,2,10,0,3,2,12,1,9,0.708
2,1,1,5,3,9,3,6,0,8,0.313
1,1,2,3,1,7,2,2,2,5,0.303
2,4,2,5,1,3,0,12,3,8,0.281
1,7,1,2,3,12,2,5,3,1,0.309
2,11,1,4,3,7,1,9,0,5,0.519
3,5,2,7,1,4,3,11,0,6,0.526
0,2,2,8,0,5,1,4,1,6,0.437
3,7,1,8,2,11,3,3,1,10,0.517
0,0,1,11,2,9,0,3,0,5,0.498
3,3,2,10,3,8,3,2,0,6,0.466
1,10,2,11,2,3,0,5,3,0,0.575
1,8,0,0,0,9,2,7,3,6,0.498
0,12,3,1,2,0,1,3,2,6,0.639
1,4,1,11,0,12,1,8,2,7,0.621
1,12,2,8,0,9,0,7,1,6,0.73
3,4,0,6,3,7,1,10,0,0,0.311
2,7,2,5,1,2,3,9,3,6,0.423
2,10,3,8,2,0,2,3,3,4,0.482
1,9,3,6,2,5,3,1,0,11,0.451
3,2,3,5,0,4,2,8,0,1,0.335
1,7,3,5,3,1,3,9,3,0,0.481
2,0,1,6,2,5,2,12,3,2,0.261
3,6,1,10,0,3,2,1,1,8,0.46
1,9,1,3,1,8,1,7,3,4,0.589
1,7,1,9,0,6,2,0,2,3,0.416
0,12,2,1,2,6,1,3,1,0,0.645
2,0,2,12,0,6,3,2,2,4,0.586
3,7,2,4,2,3,2,8,2,1,0.486
2,6,1,10,3,12,1,4,1,11,0.62
0,0,2,4,2,3,0,12,1,11,0.193
3,10,1,3,1,8,1,6,3,7,0.486
0,11,2,5,2,9,3,2,0,7,0.537
3,10,2,2,2,9,3,5,3,1,0.447
3,0,2,7,1,11,1,5,1,1,0.235
2,3,3,1,2,5,3,2,1,9,0.302
0,12,3,9,2,4,3,3,2,11,0.656
1,7,3,12,2,9,0,10,0,8,0.71
0,11,0,1,1,6,1,5,0,3,0.479
3,6,3,9,3,11,0,5,0,12,0.546
0,6,3,7,3,12,3,8,1,1,0.417
1,4,0,12,3,5,3,0,3,2,0.568
0,6,2,12,3,2,0,4,0,0,0.631
1,5,0,0,0,4,0,10,1,3,0.216
1,9,3,7,1,10,3,3,2,1,0.478
1,4,0,10,2,2,2,5,1,3,0.554
2,2,1,5,0,11,0,8,2,4,0.272
1,6,1,1,2,2,2,10,1,0,0.279
1,5,2,0,0,1,1,3,2,11,0.192
0,2,2,1,1,8,2,11,0,4,0.189
1,3,0,11,2,9,3,4,0,0,0.505
0,5,0,4,0,2,1,0,1,10,0.264
1,4,3,0,2,5,2,9,2,3,0.171
2,9,3,1,0,4,1,0,0,11,0.4
1,2,1,8,2,1,3,5,2,9,0.355
2,6,3,8,0,9,3,5,3,2,0.507
0,11,1,0,3,8,2,7,3,1,0.492
3,7,0,6,1,1,1,10,0,0,0.321
2,11,1,8,3,7,0,6,3,3,0.559
0,3,1,12,0,1,2,7,0,10,0.621
3,12,3,2,1,6,3,5,3,4,0.739
1,10,3,6,3,12,3,0,2,9,0.553
0,10,0,0,2,1,3,12,3,8,0.485
3,0,0,10,1,7,2,11,0,2,0.485
1,9,0,7,1,6,0,5,3,4,0.544
3,12,3,11,3,1,2,10,3,0,0.802
2,4,2,3,0,5,0,11,0,0,0.206
3,4,3,10,1,5,3,7,2,6,0.566
2,2,1,10,0,6,2,9,2,4,0.449
3,10,1,3,1,12,1,0,1,4,0.618
1,3,0,7,1,2,0,8,1,11,0.372
1,0,3,1,3,4,0,3,0,9,0.257
0,10,0,6,1,1,1,0,0,7,0.479
0,9,0,1,2,7,0,8,3,5,0.442
0,8,3,10,0,5,1,11,0,3,0.569
0,11,0,8,0,10,1,3,1,4,0.588
0,1,1,2,0,5,1,12,1,8,0.232
1,10,3,12,1,8,1,2,3,1,0.686
1,9,3,1,3,8,2,4,3,6,0.349
0,2,0,4,0,6,1,9,0,5,0.559
2,9,2,8,0,5,0,12,1,10,0.614
1,11,0,5,1,4,0,1,3,9,0.525
2,12,1,6,1,3,2,7,0,2,0.634
2,0,2,11,2,2,2,12,0,4,0.714
2,4,2,10,0,1,2,2,2,3,0.718
2,9,3,10,2,6,3,12,1,4,0.565
3,5,0,1,0,2,1,6,3,10,0.227
0,4,0,6,0,2,0,8,3,5,0.641
3,7,0,12,2,8,0,0,2,9,0.654
0,12,3,10,1,2,2,0,1,6,0.67
2,8,3,0,1,7,1,9,0,10,0.546
0,3,1,8,0,12,0,10,3,0,0.445
3,12,0,0,1,7,3,10,1,6,0.568
0,3,2,0,2,7,1,4,0,5,0.253
3,11,1,5,0,2,2,0,1,4,0.515
1,3,0,6,3,7,0,0,1,12,0.306
0,10,1,0,2,7,0,8,1,3,0.413
2,11,3,10,0,7,0,1,2,4,0.581
0,0,3,8,2,9,0,6,1,10,0.478
1,1,1,12,3,10,3,3,3,0,0.596
2,5,0,9,3,8,2,2,3,1,0.387
0,0,0,9,0,7,1,4,1,12,0.417
2,7,2,4,1,5,3,0,0,11,0.32
0,8,3,9,2,0,1,1,3,10,0.492
2,10,1,0,0,6,2,7,1,11,0.477
1,6,3,4,0,1,1,11,2,9,0.291
1,1,1,2,3,6,0,10,2,9,0.184
2,4,3,7,1,10,2,2,3,5,0.332
2,5,2,4,2,12,0,11,2,6,0.562
0,5,3,4,3,8,0,0,1,11,0.265
1,4,0,12,1,5,2,11,2,8,0.614
3,5,3,12,2,11,3,4,1,3,0.647
3,2,3,11,1,9,0,4,1,10,0.501
2,8,2,11,1,2,0,5,1,3,0.521
3,12,3,5,1,4,2,6,2,9,0.627
2,3,2,2,0,4,1,11,0,1,0.425
2,3,3,0,2,6,0,11,0,1,0.171
2,2,2,12,3,8,0,5,3,4,0.584
2,5,1,10,0,4,2,3,2,6,0.596
1,2,1,10,1,11,2,7,1,4,0.679
0,10,1,7,1,1,0,12,0,0,0.534
1,3,0,6,0,7,3,1,3,4,0.359
0,10,0,4,3,8,0,5,1,9,0.46
1,11,2,12,0,2,1,6,0,0,0.682
2,2,3,4,2,9,2,0,2,1,0.442
2,10,1,3,0,5,3,4,2,0,0.442
2,9,1,7,3,4,2,1,0,8,0.433
1,0,1,11,0,7,2,6,1,10,0.506
0,1,0,2,2,12,0,8,2,11,0.247
1,7,1,6,1,10,0,3,2,0,0.374
3,7,1,10,0,5,1,12,1,6,0.576
3,2,1,12,0,6,0,9,2,7,0.58
3,10,2,4,1,7,3,8,3,2,0.48
0,0,1,11,3,10,3,6,0,8,0.479
3,11,1,0,3,2,3,6,3,7,0.628
1,9,0,10,2,2,3,11,2,1,0.555
2,6,2,12,2,2,2,7,1,1,0.766
2,12,2,2,3,4,1,3,2,10,0.619
1,10,2,9,2,2,1,11,0,3,0.571
3,11,0,1,2,8,3,0,3,7,0.517
0,6,1,10,2,12,0,7,1,1,0.525
3,7,3,0,3,3,2,5,1,12,0.317
0,7,3,10,1,4,3,3,0,0,0.454
1,11,3,8,1,1,0,6,1,12,0.65
0,5,3,0,2,1,1,4,2,8,0.192
0,8,2,6,1,7,2,5,0,11,0.578
3,5,1,9,0,11,0,1,0,6,0.408
0,6,3,0,0,3,1,4,3,5,0.387
0,9,0,0,3,12,3,7,3,5,0.366
3,10,3,2,1,11,2,5,3,8,0.527
1,8,1,11,3,0,0,9,2,3,0.562
3,9,3,10,0,12,2,5,1,8,0.64
2,11,0,9,2,4,3,10,2,0,0.588
3,12,0,0,2,1,3,3,0,6,0.642
3,5,3,4,0,8,1,6,0,0,0.365
3,7,2,2,3,9,1,10,3,12,0.423
2,12,3,1,0,7,1,11,0,0,0.591
0,8,3,9,0,6,3,12,1,1,0.502
1,9,3,8,3,5,0,4,0,12,0.48
0,5,1,2,1,3,2,8,0,10,0.249
0,10,1,6,3,1,2,5,2,7,0.462
2,0,2,5,3,9,0,6,0,7,0.323
1,9,3,3,0,1,3,7,2,2,0.368
0,2,1,3,0,8,0,0,1,7,0.202
3,6,1,9,3,7,1,4,0,12,0.474
2,11,1,3,3,7,2,5,0,1,0.521
2,2,0,5,1,0,3,12,2,8,0.244
2,11,2,4,1,6,1,1,3,2,0.528
0,1,1,9,0,11,2,0,1,4,0.41
2,11,3,10,0,7,1,0,2,9,0.652
0,0,0,11,2,9,1,12,1,10,0.627
3,9,1,6,0,5,2,10,3,3,0.472
3,11,0,3,2,4,0,1,0,2,0.629
0,11,0,7,2,1,3,8,2,3,0.549
3,0,2,12,2,5,0,7,3,2,0.577
0,6,2,8,2,9,1,2,1,11,0.46
3,3,3,7,1,11,0,12,2,6,0.357
0,8,2,5,0,2,2,1,2,7,0.373
3,7,1,0,1,2,3,11,3,6,0.285
3,0,0,3,1,11,2,8,3,7,0.198
3,8,0,2,1,4,1,9,2,0,0.342
1,7,1,11,3,9,3,1,0,6,0.549
3,2,3,1,1,8,1,9,2,11,0.181
1,10,2,9,1,8,3,2,2,0,0.508
3,1,1,11,3,7,0,10,3,3,0.515
1,11,1,12,1,4,2,0,1,6,0.794
1,11,3,12,1,3,1,1,2,8,0.698
0,5,0,3,1,2,2,4,0,11,0.483
2,10,0,7,1,5,2,3,0,12,0.534
1,10,2,0,1,11,3,12,2,4,0.572
0,9,0,2,1,12,0,4,0,8,0.624
3,1,2,11,3,0,1,10,0,9,0.507
2,0,0,6,1,2,2,9,0,1,0.226
1,5,3,8,0,11,0,12,2,6,0.431
0,12,3,2,2,6,2,1,2,7,0.553
3,9,2,8,2,12,1,4,0,0,0.479
2,10,0,6,2,11,0,9,1,0,0.532
1,7,1,12,2,8,3,3,3,4,0.635
1,2,1,8,0,10,1,7,1,12,0.621
1,8,0,11,2,1,1,4,2,2,0.523
0,6,1,10,2,8,3,0,3,12,0.53
2,11,3,4,2,0,0,2,0,3,0.572
0,3,1,8,0,0,3,2,1,5,0.33
1,1,2,2,0,12,0,5,0,10,0.185
3,12,2,11,1,0,1,7,0,3,0.676
0,12,1,10,1,1,0,8,2,2,0.68
2,6,2,3,2,9,1,0,2,11,0.526
3,11,2,9,0,0,1,10,1,4,0.566
2,5,2,6,1,4,3,11,1,10,0.329
1,3,2,4,2,6,1,2,2,12,0.368
3,7,0,2,1,10,1,12,1,11,0.358
1,2,0,7,2,0,2,12,1,6,0.297
3,8,2,5,3,7,2,3,2,12,0.406
2,8,1,3,3,7,0,1,1,11,0.359
1,6,2,7,1,5,2,0,2,2,0.341
3,11,1,3,0,8,0,12,3,6,0.589
2,3,1,0,3,4,1,12,3,7,0.176
0,9,1,0,3,12,0,8,2,6,0.412
3,5,2,4,3,10,2,2,3,9,0.291
3,6,2,0,0,4,2,2,1,9,0.238
0,12,0,7,0,0,1,2,1,9,0.66
3,10,1,9,2,7,3,5,0,1,0.496
0,10,0,0,1,8,3,4,2,3,0.42
1,9,2,7,2,4,2,1,3,0,0.4
0,8,1,7,0,1,1,11,0,10,0.538
0,2,1,1,3,5,1,7,0,9,0.174
2,0,1,10,0,1,3,2,2,9,0.413
3,5,1,1,3,0,3,10,1,7,0.234
0,4,2,10,1,12,0,3,2,5,0.521
0,4,1,1,2,7,1,8,2,11,0.225
1,0,0,10,1,3,2,12,3,8,0.496
3,7,0,1,1,12,3,4,3,5,0.328
0,7,3,1,3,4,2,6,2,12,0.286
2,11,3,9,3,6,2,12,1,5,0.652
0,8,1,9,0,4,3,11,1,1,0.479
2,12,1,3,2,2,1,11,0,5,0.615
3,8,2,6,1,9,1,4,3,12,0.463
0,11,3,0,0,5,1,7,3,12,0.583
1,2,1,7,1,5,3,3,2,8,0.331
2,10,2,0,0,12,3,11,3,4,0.576
3,11,1,10,2,2,0,8,1,0,0.586
1,5,1,1,3,2,3,8,2,7,0.243
2,7,3,5,2,8,2,12,0,9,0.507
0,0,1,10,3,5,2,7,1,11,0.497
3,7,3,4,2,12,3,0,3,9,0.573
1,10,1,0,2,12,1,6,0,8,0.514
3,0,1,1,0,5,2,6,0,8,0.135
1,6,0,9,3,5,0,10,1,2,0.453
0,3,1,11,2,0,2,7,1,2,0.505
3,6,0,5,1,12,2,9,3,1,0.307
1,3,0,9,3,1,2,4,0,0,0.438
1,3,0,10,2,5,3,2,1,9,0.442
2,0,1,11,1,7,3,10,3,9,0.53
2,2,3,3,0,7,2,6,2,0,0.219
0,6,1,8,3,7,2,2,2,4,0.444
0,9,2,2,1,3,2,1,2,5,0.451
0,11,0,0,2,5,1,9,3,7,0.496
1,12,2,6,3,7,2,4,2,3,0.672
3,1,2,3,2,12,0,5,2,11,0.24
2,0,0,11,3,12,0,10,3,7,0.573
1,8,1,2,3,0,3,11,2,3,0.342
1,7,3,6,0,9,3,1,0,2,0.333
2,9,2,10,1,7,0,1,0,0,0.504
1,10,0,1,0,3,3,5,2,0,0.41
2,12,0,2,0,7,0,10,3,11,0.604
2,9,3,2,3,4,3,6,1,1,0.386
2,4,3,10,1,3,0,12,1,9,0.51
3,3,3,9,1,1,3,0,2,7,0.391
1,5,3,10,0,12,2,0,2,8,0.525
1,10,1,7,1,4,0,1,2,12,0.556
2,2,3,11,3,3,0,0,2,4,0.562
3,12,0,4,2,2,2,11,0,8,0.608
2,2,0,12,2,5,1,10,1,11,0.596
2,11,1,4,1,12,1,6,1,0,0.675
2,0,0,4,3,11,3,12,0,2,0.197
1,9,3,2,2,5,0,12,0,11,0.476
1,6,1,0,1,11,3,5,2,7,0.312
1,0,1,5,2,2,3,6,2,12,0.219
1,9,1,4,3,3,0,1,1,12,0.456
2,2,0,4,3,1,0,3,2,9,0.429
3,2,2,4,2,12,2,6,1,10,0.259
